US_AQI,PM2_5_ugm3,PM10_ugm3,NO2_ugm3,Temp_2m_C,Humidity_Percent
136.0,45.5,75.0,21.0,30.4,58
137.0,34.2,59.8,11.9,32.6,49
138.0,30.2,53.9,5.4,33.9,43
139.0,28.5,51.6,2.4,34.8,37
140.0,30.9,55.5,1.9,35.2,35
141.0,32.7,58.3,3.3,35.4,35
142.0,33.9,60.1,5.1,35.4,35
144.0,34.7,61.2,8.8,34.9,37
153.0,35.6,60.1,21.6,33.1,62
157.0,51.3,82.4,39.0,29.9,54
151.0,60.8,95.9,62.9,29.2,52
147.0,65.4,102.2,79.6,28.0,56
147.0,67.5,105.0,82.3,28.1,53
148.0,69.4,108.0,77.7,26.1,62
148.0,70.3,109.7,72.7,26.0,62
148.0,69.2,108.5,69.8,26.0,61
147.0,68.5,107.8,66.3,27.0,55
147.0,68.5,108.0,61.7,24.1,69
146.0,67.5,107.3,54.6,24.1,68
144.0,64.3,102.2,46.2,24.6,65
143.0,60.8,96.2,53.3,24.0,68
142.0,60.8,96.2,53.6,25.0,64
143.0,66.8,104.8,53.5,25.3,69
144.0,69.4,107.8,49.1,27.9,67
145.0,60.8,97.8,36.4,30.4,61
147.0,48.2,80.8,19.4,32.4,55
148.0,42.0,73.1,6.7,33.7,50
150.0,42.3,74.5,1.8,35.0,37
150.0,45.2,80.3,1.2,35.2,35
151.0,45.6,81.5,3.2,35.3,36
151.0,44.5,79.2,5.7,34.6,37
151.0,43.9,78.0,10.7,33.2,41
151.0,68.7,117.3,27.0,32.4,51
158.0,79.4,132.7,37.0,30.0,53
153.0,86.4,143.0,50.5,29.2,50
153.0,87.1,143.4,58.9,28.4,52
154.0,85.0,140.2,58.1,27.9,57
154.0,82.7,136.9,52.1,27.6,59
154.0,77.8,129.0,44.6,27.6,58
154.0,68.5,115.3,35.2,28.0,58
154.0,60.1,101.7,24.3,27.4,67
154.0,52.9,89.9,16.0,26.8,74
154.0,45.6,77.8,12.2,26.5,77
153.0,38.6,65.4,11.1,26.1,77
153.0,31.7,52.9,11.3,26.5,82
152.0,27.3,44.7,13.1,26.4,82
152.0,25.9,41.2,15.5,27.3,78
151.0,23.5,36.6,16.0,28.8,71
148.0,18.4,28.2,12.8,30.6,58
144.0,16.1,24.7,7.8,32.3,51
140.0,14.6,23.3,4.0,33.3,49
137.0,16.8,28.5,2.0,31.3,54
135.0,21.8,37.5,1.2,32.8,49
132.0,24.0,41.2,2.5,32.2,47
130.0,24.4,41.6,5.3,32.5,48
128.0,24.3,41.1,10.3,33.0,45
126.0,39.9,65.2,20.2,32.0,64
123.0,48.7,77.8,39.9,29.2,62
120.0,57.2,89.9,66.7,27.8,73
117.0,63.3,98.5,83.0,26.8,76
114.0,64.3,99.4,80.0,28.6,63
112.0,58.4,89.9,66.5,25.9,78
110.0,48.8,75.0,52.3,24.7,83
107.0,35.9,54.9,39.0,24.3,84
103.0,24.6,37.4,24.9,24.1,83
100.0,17.8,27.0,14.6,23.7,80
96.0,14.5,22.0,10.6,23.8,71
94.0,12.6,19.4,10.5,23.6,67
91.0,13.0,20.0,13.2,23.7,72
90.0,13.5,21.1,15.0,23.9,73
89.0,17.7,27.3,17.3,24.9,75
88.0,17.5,27.5,17.6,27.1,73
87.0,16.0,26.1,14.1,29.3,70
87.0,17.0,27.4,8.6,31.1,60
87.0,17.4,27.8,4.3,32.5,50
87.0,18.5,29.7,2.0,33.5,44
88.0,20.0,32.4,0.9,34.0,39
87.0,20.1,32.5,2.3,34.0,39
87.0,19.7,32.0,6.8,33.7,39
87.0,20.0,32.4,13.8,33.1,40
86.0,34.1,53.1,23.3,31.7,59
86.0,43.4,66.8,34.2,28.9,52
85.0,49.2,75.2,48.9,27.4,55
85.0,48.8,74.5,58.3,26.1,59
83.0,47.4,72.6,57.7,27.4,52
82.0,46.3,71.2,51.8,24.4,65
81.0,43.8,67.3,44.8,24.5,62
80.0,36.3,55.9,36.9,26.3,51
80.0,29.3,44.9,27.9,23.6,64
81.0,24.3,37.1,22.1,23.0,64
81.0,21.9,33.5,21.8,23.0,62
82.0,21.8,33.3,24.6,22.7,64
83.0,24.7,37.5,30.4,23.4,69
84.0,26.8,40.4,30.4,23.9,69
85.0,33.3,49.7,30.2,24.5,71
86.0,30.3,45.4,27.6,26.3,68
87.0,22.3,34.7,20.4,28.5,63
88.0,19.3,30.7,10.9,30.5,57
88.0,18.0,28.5,3.9,32.2,46
88.0,17.7,28.1,1.1,33.1,41
88.0,18.2,29.2,0.7,33.6,37
88.0,19.3,31.4,2.3,33.6,36
88.0,19.8,32.4,4.3,33.3,36
88.0,19.3,31.5,8.2,32.8,38
88.0,25.4,39.9,16.8,30.3,51
87.0,35.9,54.9,39.1,27.8,62
86.0,44.9,68.0,69.6,27.0,62
86.0,53.9,80.8,90.7,25.7,66
87.0,61.2,91.5,94.0,24.4,71
88.0,66.6,99.0,88.0,23.9,71
90.0,66.6,98.5,80.6,23.6,71
92.0,61.9,92.0,73.9,22.8,75
94.0,57.6,85.7,65.8,22.2,78
96.0,53.0,78.9,58.2,21.7,81
99.0,48.0,71.5,51.4,21.2,83
101.0,43.5,65.0,45.0,21.1,84
104.0,47.8,70.5,41.9,22.2,86
106.0,44.7,65.9,43.2,22.8,86
108.0,49.7,72.9,44.4,24.0,80
110.0,48.4,71.0,41.5,27.4,70
112.0,37.5,56.2,30.4,29.7,58
113.0,25.8,40.6,15.1,30.9,53
114.0,16.5,30.9,3.9,32.1,48
114.0,15.7,34.0,0.1,32.5,45
113.0,16.0,36.2,0.4,33.0,43
113.0,16.0,37.1,2.5,33.2,41
113.0,15.9,37.4,5.0,33.2,39
112.0,16.0,37.3,9.3,32.7,40
112.0,22.8,46.2,17.6,31.5,49
112.0,29.7,56.3,27.9,29.3,48
111.0,34.7,61.9,41.9,28.9,43
110.0,35.2,61.9,50.1,28.1,45
108.0,33.4,59.3,47.1,26.4,52
105.0,31.3,56.2,38.5,25.0,59
102.0,29.7,53.8,30.9,24.5,59
98.0,27.9,51.0,27.0,24.2,58
95.0,27.1,49.6,24.2,23.9,59
92.0,26.5,48.2,22.0,23.6,60
90.0,25.7,46.2,20.0,23.3,59
88.0,24.7,43.8,18.6,22.9,59
86.0,27.0,49.0,24.2,22.8,74
85.0,25.9,46.8,23.8,23.1,73
83.0,27.5,47.5,23.1,23.9,71
81.0,29.4,49.4,20.9,26.2,65
79.0,31.3,52.2,16.0,28.6,58
79.0,31.9,54.4,9.7,30.8,53
79.0,27.0,49.5,4.9,32.5,46
80.0,24.6,47.6,2.4,33.4,39
81.0,24.2,46.3,1.5,33.8,37
82.0,24.2,45.9,2.7,33.9,37
82.0,24.7,46.2,5.8,33.7,37
83.0,25.3,46.9,11.0,33.3,38
97.0,37.3,64.0,23.8,31.4,60
108.0,48.3,80.1,43.3,28.9,54
103.0,58.1,94.1,70.1,30.7,41
89.0,65.7,105.0,90.0,27.1,56
92.0,70.8,112.5,96.8,26.6,60
95.0,74.5,117.8,96.5,28.9,47
99.0,75.9,119.7,93.2,24.6,66
103.0,73.8,116.6,88.0,23.5,72
108.0,69.2,109.2,79.7,23.2,69
113.0,61.7,97.1,68.9,23.1,64
116.0,52.2,82.7,53.4,22.3,67
119.0,44.6,71.5,35.4,22.4,65
121.0,36.3,58.8,19.3,23.7,64
122.0,34.2,55.6,20.0,23.8,61
123.0,34.0,55.1,20.7,24.6,58
124.0,34.8,56.1,19.7,26.6,56
124.0,35.5,58.4,15.3,28.8,51
125.0,32.8,56.7,9.1,31.0,47
125.0,31.4,56.0,4.5,32.6,43
125.0,33.2,59.0,2.1,33.8,40
126.0,32.5,58.2,1.2,34.8,34
127.0,31.5,57.2,2.8,35.1,29
128.0,30.9,56.3,7.5,35.0,28
128.0,30.9,56.5,14.7,34.3,32
129.0,33.1,57.9,23.5,31.5,51
129.0,42.1,71.7,41.8,29.3,48
128.0,50.9,84.5,66.9,28.6,42
127.0,58.2,95.2,85.3,27.1,43
126.0,64.0,103.8,91.6,26.3,45
126.0,68.5,110.6,91.1,25.4,48
125.0,69.2,110.6,86.2,24.5,52
124.0,62.9,99.9,75.5,23.8,56
123.0,53.7,85.7,60.5,23.4,57
122.0,47.3,76.1,47.3,22.5,60
120.0,43.9,71.2,38.2,21.9,63
119.0,41.6,68.0,30.9,21.7,64
119.0,34.2,55.4,24.1,23.1,61
119.0,32.9,54.0,24.1,23.0,58
119.0,34.5,56.5,23.8,23.9,57
119.0,36.8,60.1,22.0,26.1,54
119.0,39.5,65.7,17.2,28.7,50
119.0,39.5,68.9,10.8,31.1,47
120.0,37.0,67.3,5.9,32.9,44
121.0,36.0,68.2,3.0,34.0,41
121.0,34.3,66.8,1.5,34.3,35
121.0,32.2,63.1,2.9,34.5,32
121.0,31.2,60.5,6.9,34.1,32
121.0,31.3,59.5,13.8,33.8,33
121.0,40.6,72.6,26.0,30.5,50
124.0,49.9,86.6,43.1,32.3,26
123.0,58.1,98.3,66.7,27.3,40
123.0,64.7,108.0,84.8,26.5,39
124.0,69.6,115.9,93.0,24.0,52
125.0,74.0,122.5,95.6,23.6,55
125.0,75.9,125.3,93.6,22.9,56
126.0,73.3,121.1,85.6,22.4,57
127.0,68.0,110.8,72.9,22.0,53
129.0,59.6,96.9,60.4,21.8,49
130.0,51.7,84.1,48.7,21.7,49
131.0,45.6,74.7,37.2,20.8,54
131.0,42.1,69.4,31.0,21.6,60
132.0,39.5,65.9,29.6,22.5,57
133.0,40.6,67.3,27.5,23.3,58
133.0,41.6,68.9,24.2,25.8,56
134.0,43.5,72.4,18.7,27.9,52
134.0,40.5,70.3,12.0,30.6,46
134.0,31.7,59.5,6.8,32.5,41
134.0,29.2,58.6,3.5,33.7,37
133.0,30.5,62.4,1.7,34.6,32
133.0,31.9,64.0,2.9,35.0,28
133.0,32.4,64.5,8.2,34.7,28
133.0,32.6,63.6,16.6,33.9,31
133.0,45.4,82.4,26.5,31.0,52
133.0,53.9,95.0,43.0,29.1,44
134.0,60.8,104.5,65.4,28.3,39
134.0,63.3,106.9,79.2,27.0,42
134.0,62.2,103.8,76.7,25.8,47
133.0,58.7,97.3,65.7,25.4,47
132.0,51.7,85.0,54.4,24.8,48
129.0,44.2,73.1,45.2,24.6,49
126.0,39.3,65.2,35.7,24.0,51
123.0,35.5,58.8,27.8,23.7,52
120.0,31.7,52.6,21.9,23.0,54
118.0,28.0,46.4,17.6,22.6,54
117.0,24.0,40.0,14.3,22.4,63
115.0,23.6,39.5,15.4,22.9,59
113.0,25.2,42.0,16.9,23.3,61
111.0,27.7,45.4,16.8,25.4,59
110.0,29.0,48.5,13.8,28.1,51
108.0,31.3,51.8,9.4,30.4,44
107.0,31.9,53.0,5.9,31.8,41
108.0,29.4,50.1,3.7,32.7,40
108.0,25.5,45.8,2.5,33.4,38
107.0,23.3,46.0,3.7,33.9,36
106.0,22.5,46.6,7.2,34.0,33
105.0,22.1,45.3,13.1,33.1,35
109.0,34.2,61.0,26.1,31.2,46
119.0,42.7,74.0,41.0,28.6,44
115.0,49.0,82.9,61.1,29.1,39
100.0,51.6,86.1,73.4,27.8,39
99.0,49.9,82.9,71.0,25.8,46
98.0,47.6,79.2,60.9,25.5,46
97.0,44.1,73.8,50.5,25.4,45
97.0,39.2,66.1,41.9,24.4,49
96.0,34.6,58.4,33.1,23.8,53
96.0,30.9,52.3,26.0,23.2,56
95.0,27.9,47.6,21.2,22.9,57
95.0,25.9,44.5,18.0,22.8,56
95.0,26.8,45.8,21.0,22.1,65
95.0,25.6,44.6,21.3,22.2,65
95.0,27.4,47.1,21.5,23.0,64
95.0,30.4,51.1,20.3,25.4,61
96.0,33.6,58.7,16.3,27.8,55
96.0,35.4,65.7,10.9,30.2,49
96.0,32.7,65.2,6.6,32.1,43
96.0,32.5,67.1,3.8,33.4,37
97.0,29.9,65.0,2.1,34.2,31
97.0,26.5,60.5,3.2,34.4,29
97.0,25.2,57.4,7.2,34.0,28
98.0,25.2,56.0,14.1,33.5,31
113.0,32.7,62.9,26.2,31.1,44
119.0,41.8,76.6,41.6,27.1,42
110.0,48.9,86.8,62.7,26.1,39
98.0,52.0,90.1,76.7,25.4,44
98.0,51.6,88.2,77.4,25.2,42
98.0,51.7,88.5,71.0,23.9,45
98.0,51.5,87.5,63.7,23.7,46
99.0,49.0,81.5,56.9,23.2,46
100.0,43.9,71.9,49.1,23.1,43
101.0,40.0,65.7,41.8,22.7,45
102.0,38.0,62.6,34.9,21.7,49
103.0,36.6,60.8,28.3,21.3,50
104.0,28.3,46.8,19.4,21.1,49
104.0,28.5,48.0,20.5,20.7,62
104.0,31.2,52.2,21.7,22.0,60
105.0,34.2,56.6,21.2,24.2,56
105.0,37.0,63.1,17.2,26.8,50
105.0,40.5,70.8,11.5,29.0,45
106.0,37.0,68.2,7.1,30.8,41
106.0,34.0,65.7,4.4,32.3,37
107.0,33.2,66.1,3.0,33.3,34
107.0,32.4,66.1,4.7,33.9,31
108.0,30.9,64.7,9.7,34.0,29
134.0,29.7,63.6,17.9,33.0,32
159.0,39.7,75.4,29.9,31.0,56
169.0,55.5,98.7,47.6,27.8,43
165.0,66.1,114.3,72.1,27.8,34
147.0,73.8,125.3,91.1,26.1,38
115.0,79.2,133.6,100.1,25.0,42
118.0,83.1,140.2,103.6,23.9,43
121.0,85.2,143.9,103.1,22.0,52
124.0,85.2,144.4,98.0,21.4,54
128.0,84.3,143.0,88.9,21.1,55
132.0,80.8,135.0,79.3,21.3,53
137.0,75.7,125.3,70.0,21.5,51
141.0,70.5,117.3,60.4,20.8,53
144.0,75.0,128.1,56.8,20.3,56
149.0,71.0,120.6,52.5,20.3,73
151.0,70.3,115.7,46.1,21.6,69
152.0,65.9,107.6,38.2,23.6,63
152.0,57.6,97.1,27.2,26.6,56
153.0,39.7,73.6,14.6,29.3,45
153.0,29.9,60.3,5.3,31.7,38
153.0,25.0,52.4,1.1,33.1,33
152.0,20.9,45.5,0.3,33.9,31
152.0,18.6,41.7,2.7,34.4,27
152.0,16.9,39.0,8.0,34.2,26
151.0,16.3,37.5,16.6,33.4,30
151.0,28.9,56.1,27.2,30.7,46
151.0,42.7,76.1,48.7,27.6,46
151.0,53.2,90.8,78.3,29.3,38
150.0,61.5,102.7,100.2,27.3,44
150.0,66.8,110.6,107.7,25.6,49
149.0,70.3,116.4,107.5,28.9,34
148.0,71.7,119.7,104.0,24.2,50
147.0,69.8,117.8,97.6,23.9,48
145.0,67.3,115.0,88.0,22.1,55
143.0,65.0,112.0,78.4,20.6,63
142.0,62.9,107.8,69.6,20.4,64
140.0,58.7,99.0,60.8,20.3,62
139.0,62.4,106.6,60.1,20.0,57
138.0,61.2,103.6,57.7,19.8,70
137.0,63.8,104.5,53.7,21.1,66
136.0,62.2,98.3,46.9,23.8,60
136.0,51.5,83.8,34.4,27.5,51
135.0,38.6,65.7,18.9,29.9,42
135.0,31.2,54.5,7.4,31.6,37
135.0,24.2,44.1,2.4,32.7,33
135.0,19.3,36.4,1.3,33.3,31
135.0,16.6,31.3,3.3,33.7,27
134.0,14.8,27.3,7.8,33.9,23
134.0,14.3,25.8,15.5,33.2,25
152.0,25.4,39.3,29.7,29.9,47
157.0,36.2,54.9,49.6,28.0,37
146.0,45.2,67.8,77.0,27.1,38
132.0,52.3,78.0,96.5,26.3,35
131.0,56.5,84.1,102.1,25.1,39
130.0,58.1,86.6,99.8,24.4,42
129.0,56.3,83.8,92.5,22.7,50
127.0,49.8,73.8,78.5,22.3,50
125.0,40.9,60.8,59.6,21.0,55
122.0,34.5,51.3,43.9,20.9,55
119.0,30.5,45.6,34.4,20.9,56
116.0,28.1,42.0,28.1,20.9,55
113.0,30.0,44.7,29.2,20.9,53
109.0,28.1,42.0,27.9,20.4,60
106.0,29.2,43.5,25.9,21.0,61
102.0,30.0,45.1,22.9,23.3,57
99.0,31.9,48.0,18.1,26.1,50
97.0,32.6,49.7,12.3,28.4,44
97.0,32.6,50.6,7.8,30.3,40
97.0,27.7,44.0,4.5,31.7,37
97.0,22.6,37.3,2.5,32.7,33
98.0,19.8,34.2,3.8,33.2,31
98.0,18.6,33.2,9.5,33.2,31
117.0,19.3,34.1,18.6,32.8,33
139.0,33.3,54.4,31.8,30.1,56
145.0,42.8,68.2,47.6,27.4,49
134.0,50.4,79.4,68.7,27.6,44
107.0,52.9,82.0,79.9,27.1,42
100.0,49.1,75.9,71.8,25.9,46
100.0,42.8,66.6,53.7,25.1,48
98.0,37.0,57.9,38.2,24.2,50
97.0,32.2,50.6,29.6,22.9,55
95.0,29.3,46.2,23.6,22.3,58
94.0,27.6,43.7,19.2,21.6,60
93.0,26.1,41.3,16.5,21.6,57
93.0,24.4,38.6,15.4,21.1,55
93.0,21.7,34.1,14.1,21.3,51
92.0,21.0,32.8,16.1,21.1,57
91.0,22.4,34.8,18.7,21.6,57
91.0,24.8,38.3,19.3,24.0,55
90.0,27.7,43.3,15.9,27.1,49
90.0,32.0,51.2,10.6,30.0,42
90.0,34.9,57.0,6.3,32.2,36
90.0,32.8,55.5,3.6,33.5,31
91.0,29.3,52.3,1.9,34.3,27
91.0,25.6,48.0,3.2,34.5,26
92.0,23.9,45.9,7.6,34.3,25
102.0,26.1,47.7,14.9,33.6,28
125.0,36.7,62.2,27.8,30.3,49
136.0,47.7,78.9,47.5,29.4,41
130.0,57.0,92.7,74.4,26.5,51
109.0,64.0,102.9,92.3,28.9,38
95.0,67.8,108.5,93.6,26.3,44
97.0,67.5,107.8,85.9,25.7,46
99.0,59.6,94.8,75.4,25.2,46
101.0,50.2,79.9,62.4,24.0,47
103.0,43.8,69.4,46.6,23.8,45
104.0,39.7,62.6,33.5,23.0,48
106.0,37.3,58.6,25.1,22.2,52
107.0,35.4,56.1,19.5,21.7,54
108.0,31.0,50.3,12.0,21.3,54
109.0,30.6,50.4,14.0,21.2,53
110.0,31.9,52.5,16.6,21.9,54
111.0,33.9,55.4,17.4,24.2,53
112.0,36.3,60.1,14.7,27.3,48
113.0,38.9,65.2,10.2,30.2,41
114.0,39.6,67.3,6.6,32.3,36
114.0,34.3,60.1,4.1,33.9,29
114.0,27.6,50.6,2.4,34.4,26
114.0,24.9,46.4,3.4,34.4,26
114.0,23.2,43.2,8.1,34.3,27
114.0,24.9,43.9,15.5,33.5,30
114.0,38.3,66.4,24.3,30.4,47
118.0,47.3,79.4,39.3,27.3,40
114.0,54.4,89.4,59.9,25.9,40
114.0,57.5,92.9,74.2,25.5,40
113.0,59.6,95.5,77.0,24.6,42
112.0,62.2,99.2,73.5,24.3,41
112.0,63.3,100.6,67.1,23.0,45
112.0,58.2,91.7,57.6,22.1,48
113.0,51.3,81.3,45.3,21.9,49
114.0,45.5,72.6,34.5,21.8,49
114.0,40.7,65.4,26.5,21.6,51
114.0,36.8,59.4,20.2,21.6,50
115.0,34.9,56.6,18.2,21.7,49
115.0,33.5,54.8,19.3,21.3,57
115.0,35.2,57.3,20.7,22.3,57
116.0,37.8,61.5,20.3,24.8,55
116.0,41.2,67.3,16.4,27.9,50
117.0,45.1,75.7,10.7,30.6,43
117.0,43.8,76.8,6.2,32.3,37
118.0,38.0,69.8,3.5,33.4,32
118.0,32.0,60.1,2.0,34.1,27
118.0,27.1,51.1,3.0,34.1,29
119.0,24.4,45.5,8.0,34.1,29
119.0,25.5,45.2,15.5,33.6,32
119.0,42.8,74.5,24.6,30.7,46
124.0,52.5,88.5,35.1,26.9,45
120.0,58.3,95.5,49.2,25.9,46
120.0,56.2,91.3,56.8,25.4,43
120.0,53.9,87.5,52.4,26.0,37
120.0,52.4,85.2,41.5,24.8,39
119.0,48.8,79.2,31.2,23.9,41
117.0,42.3,68.5,23.2,22.8,47
115.0,35.7,58.1,15.7,22.8,44
114.0,30.3,49.6,10.3,22.1,48
112.0,26.8,44.2,7.8,21.4,51
111.0,25.1,41.7,7.4,21.1,53
110.0,24.9,41.0,8.8,20.9,56
108.0,24.9,41.1,11.7,21.4,60
108.0,27.0,44.4,15.5,22.2,59
107.0,29.7,48.3,17.2,24.8,56
106.0,32.2,52.7,14.6,27.6,50
105.0,35.0,58.1,9.8,30.2,44
104.0,36.7,62.4,6.0,32.1,39
103.0,34.2,60.8,3.6,33.2,35
103.0,31.5,58.4,2.2,33.9,31
103.0,28.4,53.1,3.2,34.0,30
103.0,26.5,49.5,7.6,33.9,29
103.0,28.2,50.8,14.4,33.5,32
103.0,44.4,77.1,28.1,30.4,48
112.0,54.6,92.0,44.9,26.6,42
108.0,62.2,102.9,67.6,27.2,35
104.0,67.1,109.4,81.4,24.4,39
105.0,68.5,111.5,78.6,23.7,40
107.0,66.1,106.9,67.0,23.1,41
108.0,60.3,97.6,54.7,22.9,42
109.0,54.8,89.4,43.4,22.9,44
111.0,51.5,84.1,31.4,22.3,46
112.0,48.9,80.1,22.0,22.6,47
114.0,46.2,76.1,16.7,22.3,48
116.0,43.5,72.2,14.0,21.7,50
118.0,44.0,72.6,14.9,21.3,51
120.0,42.0,70.1,16.7,21.2,57
122.0,41.7,69.6,19.0,21.8,57
124.0,41.7,69.8,19.3,24.4,55
125.0,42.6,71.2,15.9,27.3,49
126.0,42.6,71.9,10.5,30.0,44
127.0,40.4,69.4,6.2,31.8,40
127.0,35.2,62.4,3.5,32.9,37
127.0,31.9,58.2,2.0,33.6,32
127.0,31.2,57.6,3.1,33.7,29
128.0,31.1,57.6,7.5,33.7,28
128.0,32.9,59.4,14.7,33.1,31
128.0,57.6,99.2,32.5,30.2,46
130.0,68.0,114.8,50.2,28.8,42
131.0,76.6,128.1,74.1,27.8,45
133.0,82.7,137.4,88.8,25.2,54
134.0,84.8,140.6,86.2,24.2,56
136.0,81.3,135.5,74.4,23.2,55
138.0,75.2,126.2,61.8,23.4,50
139.0,69.6,117.3,50.0,22.2,55
141.0,64.0,108.7,37.4,22.0,58
142.0,60.1,102.0,27.5,21.5,58
143.0,56.8,96.6,21.8,22.0,50
144.0,54.2,92.4,18.7,22.2,47
145.0,52.6,89.9,18.2,21.6,48
146.0,51.0,87.3,19.7,21.3,55
147.0,51.7,88.0,21.5,21.8,55
148.0,52.7,89.6,21.5,24.0,54
149.0,54.4,91.7,17.8,27.1,48
150.0,54.6,93.1,12.3,30.0,41
150.0,51.7,89.9,7.8,32.1,36
151.0,44.8,81.5,4.5,33.5,30
151.0,41.9,78.0,2.2,34.1,26
151.0,40.3,75.4,3.4,34.4,24
151.0,39.0,73.1,10.0,34.2,24
151.0,38.9,72.2,20.0,33.6,27
152.0,62.6,110.1,34.1,30.5,55
152.0,72.9,124.8,48.2,26.9,44
152.0,79.6,134.6,67.4,26.1,45
152.0,82.9,139.2,79.5,26.2,41
152.0,84.3,141.1,78.3,26.2,41
152.0,85.2,143.0,70.0,24.7,47
152.0,84.3,142.5,61.3,23.7,51
152.0,81.3,138.3,54.0,22.8,54
152.0,78.5,134.1,46.2,22.1,57
153.0,75.7,129.5,39.1,21.1,61
153.0,71.2,121.5,32.7,20.9,60
153.0,65.4,110.8,26.9,20.5,56
154.0,53.6,91.7,17.9,19.9,55
154.0,51.0,87.1,19.0,20.3,64
154.0,50.4,85.7,20.3,21.3,61
154.0,50.4,85.4,20.0,23.9,55
154.0,51.2,86.4,16.6,27.0,49
154.0,52.0,88.0,11.7,29.8,43
153.0,50.9,86.6,7.6,31.6,37
153.0,44.9,77.8,4.5,33.0,32
153.0,40.0,70.8,2.3,34.0,26
153.0,38.1,68.2,3.4,34.4,25
153.0,37.0,66.6,9.9,34.3,24
153.0,39.5,69.2,19.7,33.8,26
153.0,53.3,90.8,33.4,30.7,53
153.0,64.3,106.6,52.4,29.8,31
153.0,72.9,119.2,77.9,26.7,43
153.0,78.2,127.6,92.4,26.1,43
153.0,77.8,126.2,86.0,25.2,44
153.0,70.3,114.1,68.7,24.4,47
152.0,62.9,102.4,52.6,23.9,46
152.0,56.8,93.6,41.7,23.1,46
151.0,52.9,87.1,32.1,22.5,45
151.0,49.0,80.8,24.4,22.5,43
150.0,45.4,74.7,19.0,21.4,47
148.0,42.1,69.2,15.5,20.8,50
145.0,38.3,64.3,14.6,20.6,50
144.0,36.6,60.8,16.5,21.3,58
142.0,37.0,60.8,19.0,21.9,57
141.0,38.9,63.3,19.6,24.8,52
139.0,41.2,67.1,16.4,28.1,47
138.0,44.4,72.6,11.4,31.2,40
138.0,46.2,76.8,7.3,33.3,31
137.0,43.5,74.0,4.3,34.4,25
137.0,39.2,68.9,2.2,34.8,23
137.0,38.2,68.0,4.0,34.7,22
137.0,38.4,68.7,11.1,34.3,22
137.0,41.3,72.2,22.0,33.3,25
137.0,55.1,93.4,30.8,30.4,44
137.0,64.5,107.1,45.3,32.4,20
137.0,71.2,116.4,64.9,31.1,21
137.0,72.4,117.1,77.1,24.7,41
137.0,68.7,110.8,75.2,23.0,51
136.0,66.8,108.0,65.9,22.3,52
135.0,65.7,106.2,56.3,22.2,46
136.0,62.6,101.3,48.5,21.5,48
136.0,58.1,94.3,40.4,20.7,51
137.0,52.7,85.7,32.8,20.6,48
137.0,47.7,78.0,25.2,20.0,48
137.0,43.8,71.9,18.2,20.1,47
138.0,41.8,68.7,13.4,19.8,47
138.0,39.9,66.1,15.2,19.9,55
138.0,40.0,66.1,17.6,20.6,55
139.0,41.0,67.1,18.3,23.3,52
139.0,42.1,69.2,15.7,26.6,46
139.0,43.1,71.0,11.3,29.1,41
139.0,44.0,73.3,8.0,30.0,39
139.0,43.0,72.6,5.4,31.5,37
138.0,39.8,69.2,3.8,33.2,32
139.0,38.2,67.3,6.8,34.1,26
139.0,38.0,67.8,18.3,34.0,25
138.0,44.1,75.9,34.3,33.0,32
139.0,56.1,95.2,35.8,30.3,50
139.0,66.1,110.1,51.8,30.3,27
139.0,74.7,122.5,73.6,26.3,37
139.0,80.3,130.4,87.9,24.7,45
140.0,82.0,131.8,88.8,24.1,50
142.0,81.5,130.9,82.4,24.4,48
143.0,78.7,126.7,73.2,23.8,48
145.0,73.3,118.7,61.4,21.7,54
146.0,66.6,108.0,46.9,20.9,56
147.0,60.1,98.0,34.5,20.4,58
147.0,54.7,89.9,25.3,19.9,59
148.0,49.9,82.7,18.2,19.6,60
149.0,45.4,75.4,14.2,19.6,60
149.0,42.5,71.2,16.1,20.3,61
149.0,42.0,70.1,18.6,21.1,58
150.0,42.7,70.5,19.2,23.6,53
150.0,44.0,72.2,16.2,27.0,46
150.0,45.9,75.7,11.4,30.3,38
150.0,48.3,80.3,7.6,32.4,32
150.0,48.0,80.8,4.6,33.5,28
150.0,44.6,77.1,2.6,34.0,25
150.0,42.1,74.5,4.6,34.1,24
150.0,41.1,73.3,12.4,33.8,24
150.0,42.3,74.7,24.2,33.1,27
150.0,60.1,101.7,36.0,32.5,28
151.0,71.0,117.8,52.4,28.3,34
151.0,79.6,130.9,74.8,26.9,36
151.0,85.0,138.3,90.0,25.9,40
151.0,86.6,140.6,91.9,23.8,50
151.0,86.6,141.1,86.7,23.3,52
151.0,85.7,139.7,78.8,22.8,52
151.0,82.4,135.0,68.9,22.6,49
151.0,77.1,126.2,56.5,22.8,47
152.0,69.6,114.3,44.6,21.7,50
152.0,62.2,102.9,33.2,20.9,53
152.0,56.6,94.3,22.3,20.7,52
152.0,54.0,90.8,16.8,20.7,52
152.0,51.2,86.6,18.1,20.6,56
153.0,50.3,84.5,19.6,21.5,54
153.0,49.9,83.8,19.5,24.4,50
153.0,50.3,84.3,16.1,27.6,45
153.0,51.0,85.9,11.0,31.0,36
153.0,51.2,87.3,7.0,32.9,31
153.0,47.8,83.1,3.9,33.9,27
153.0,44.2,78.7,1.8,34.4,25
153.0,42.8,77.3,3.8,34.5,24
153.0,42.6,77.5,11.2,34.3,24
153.0,46.0,81.7,22.7,33.5,26
153.0,57.7,98.5,36.2,30.1,43
